antibodytarget,cellline,tissue,cid,compound,concentration,concordancetable,datasetid,factor,level1,level2,libraryid,lincspertid,nCtrSamples,nTrtSamples,peaktype,platform,signatureid,lincsSigID,organism,clueIoCompound,integratedMoas,GeneTargets,time,treatment,perturbagenID,stitchID,pubChemID,is_exemplar,pert_type
,HL60,haematopoietic and lymphoid tissue,cID_450,trifluoperazine,10uM,concordanceLib2,,perturbagen,trifluoperazine_0.00001,control,LIB_2,LSM-4010,17.0,3.0,,,CMAP_450,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,MCF7,breast,cID_4502,simvastatin,9.6uM,concordanceLib2,,perturbagen,simvastatin_0.0000096,control,LIB_2,LSM-2492,12.0,2.0,,,CMAP_4502,,,,HMG-CoA reductase inhibitor,HMGCR,,simvastatin,,CID54454,54454,,
,MCF7,breast,cID_4508,trimipramine,9.8uM,concordanceLib2,,perturbagen,trimipramine_0.0000098,control,LIB_2,LSM-1371,12.0,2.0,,,CMAP_4508,,,,Histamine H1 receptor antagonist|Dopamine D2 receptor antagonist|Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|Norepinephrine transporter inhibitor|Adrenergic receptor alpha-1 antagonist,ADRA1A|ADRA1B|ADRA1D|DRD2|HRH1|HTR2A|HTR2C|SLC6A2|SLC6A3|SLC6A4,,trimipramine,,CID5584,5584,,
,PC3,prostate,cID_451,trifluoperazine,10uM,concordanceLib2,,perturbagen,trifluoperazine_0.00001,control,LIB_2,LSM-4010,12.0,2.0,,,CMAP_451,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,MCF7,breast,cID_4524,mestranol,12.8uM,concordanceLib2,,perturbagen,mestranol_0.0000128,control,LIB_2,LSM-2693,12.0,2.0,,,CMAP_4524,,,,Estrogen receptor alpha agonist,ESR1,,mestranol,,CID6291,6291,,
,MCF7,breast,cID_453,trifluoperazine,8.4uM,concordanceLib2,,perturbagen,trifluoperazine_0.0000084,control,LIB_2,LSM-4010,11.0,2.0,,,CMAP_453,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,MCF7,breast,cID_4536,chloropyramine,12.2uM,concordanceLib2,,perturbagen,chloropyramine_0.0000122,control,LIB_2,LSM-5896,12.0,2.0,,,CMAP_4536,,,,Histamine receptor antagonist,HRH1,,chloropyramine,,CID25295,25295,,
,MCF7,breast,cID_454,trifluoperazine,"10uM,8.4uM",concordanceLib2,,perturbagen,"trifluoperazine_0.00001,0.0000084",control,LIB_2,LSM-4010,48.0,9.0,,,CMAP_454,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,HL60,haematopoietic and lymphoid tissue,cID_455,trifluoperazine,"10uM,8.4uM",concordanceLib2,,perturbagen,"trifluoperazine_0.00001,0.0000084",control,LIB_2,LSM-4010,23.0,4.0,,,CMAP_455,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,PC3,prostate,cID_456,trifluoperazine,"10uM,8.4uM",concordanceLib2,,perturbagen,"trifluoperazine_0.00001,0.0000084",control,LIB_2,LSM-4010,18.0,3.0,,,CMAP_456,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c|D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|HTR2C,,trifluoperazine,,CID5566,5566,,
,MCF7,breast,cID_4576,lasalocid,6.6uM,concordanceLib2,,perturbagen,lasalocid_0.0000066,control,LIB_2,LSM-2214,11.0,2.0,,,CMAP_4576,,,,Bacterial permeability inducer,,,lasalocid,,CID5360807,5360807,,
,MCF7,breast,cID_459,iloprost,1uM,concordanceLib2,,perturbagen,iloprost_0.000001,control,LIB_2,LSM-43147,2.0,2.0,,,CMAP_459,,,,Prostanoid IP receptor agonist,PTGER1|PTGER2|PTGIR,,iloprost,,CID5311181,5311181,,
,MCF7,breast,cID_4622,phthalylsulfathiazole,10uM,concordanceLib2,,perturbagen,phthalylsulfathiazole_0.00001,control,LIB_2,LSM-5730,18.0,3.0,,,CMAP_4622,,,,Dihydropteroate synthetase inhibitor,,,phthalylsulfathiazole,,CID4806,4806,,
,MCF7,breast,cID_4630,sulconazole,8.6uM,concordanceLib2,,perturbagen,sulconazole_0.0000086,control,LIB_2,LSM-1751,12.0,2.0,,,CMAP_4630,,,,Cytochrome P450 51 inhibitor,,,sulconazole,,CID5318,5318,,
,MCF7,breast,cID_4634,aminophylline,9.6uM,concordanceLib2,,perturbagen,aminophylline_0.0000096,control,LIB_2,LSM-6010,11.0,2.0,,,CMAP_4634,,,,Adenosine receptor antagonist,ADORA1|ADORA2A|ADORA2B|ADORA3|PDE3A|PDE4A|PDE4B,,aminophylline,,CID2153,2153,,
,MCF7,breast,cID_4642,profenamine,11.4uM,concordanceLib2,,perturbagen,profenamine_0.0000114,control,LIB_2,LSM-1342,12.0,2.0,,,CMAP_4642,,,,Muscarinic acetylcholine receptor M1 antagonist,CHRM1,,profenamine,,CID3290,3290,,
,MCF7,breast,cID_4646,equilin,15uM,concordanceLib2,,perturbagen,equilin_0.000015,control,LIB_2,LSM-2063,18.0,3.0,,,CMAP_4646,,,,Estrogen receptor agonist,HSD17B1,,equilin,,CID223368,223368,,
,MCF7,breast,cID_4654,luteolin,14uM,concordanceLib2,,perturbagen,luteolin_0.000014,control,LIB_2,LSM-5229,12.0,2.0,,,CMAP_4654,,,,Glucosidase inhibitor,,,luteolin,,CID5280445,5280445,,
,MCF7,breast,cID_4682,propofol,22.4uM,concordanceLib2,,perturbagen,propofol_0.0000224,control,LIB_2,LSM-3847,12.0,2.0,,,CMAP_4682,,,,GABA-A receptor; anion channel positive allosteric modulator,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,,propofol,,CID4943,4943,,
,MCF7,breast,cID_4690,crotamiton,19.6uM,concordanceLib2,,perturbagen,crotamiton_0.0000196,control,LIB_2,LSM-42989,11.0,2.0,,,CMAP_4690,,,,Antipruritic,,,crotamiton,,CID688020,688020,,
,MCF7,breast,cID_47,estradiol,14.6uM,concordanceLib2,,perturbagen,estradiol_0.0000146,control,LIB_2,LSM-2421,11.0,2.0,,,CMAP_47,,,,Estrogen receptor alpha agonist,ESR1|ESR2|NR1I2,,estradiol,,CID5757,5757,,
,MCF7,breast,cID_4704,monobenzone,20uM,concordanceLib2,,perturbagen,monobenzone_0.00002,control,LIB_2,LSM-5642,12.0,2.0,,,CMAP_4704,,,,Tyrosinase inhibitor,TYR,,monobenzone,,CID7638,7638,,
,MCF7,breast,cID_4724,digoxigenin,10.2uM,concordanceLib2,,perturbagen,digoxigenin_0.0000102,control,LIB_2,LSM-2405,18.0,3.0,,,CMAP_4724,,,,Steroid,,,digoxigenin,,CID15478,15478,,
,MCF7,breast,cID_475,prochlorperazine,10uM,concordanceLib2,,perturbagen,prochlorperazine_0.00001,control,LIB_2,LSM-2436,37.0,7.0,,,CMAP_475,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,HL60,haematopoietic and lymphoid tissue,cID_476,prochlorperazine,10uM,concordanceLib2,,perturbagen,prochlorperazine_0.00001,control,LIB_2,LSM-2436,17.0,3.0,,,CMAP_476,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,MCF7,breast,cID_4760,butyl hydroxybenzoate,20.6uM,concordanceLib2,,perturbagen,butyl hydroxybenzoate_0.0000206,control,LIB_2,LSM-2161,18.0,3.0,,,CMAP_4760,,,,,,,butyl hydroxybenzoate,,CID7184,7184,,
,MCF7,breast,cID_4768,estrone,14.8uM,concordanceLib2,,perturbagen,estrone_0.0000148,control,LIB_2,LSM-3837,12.0,2.0,,,CMAP_4768,,,,Estrogen receptor alpha agonist,ESR1,,estrone,,CID5870,5870,,
,PC3,prostate,cID_477,prochlorperazine,10uM,concordanceLib2,,perturbagen,prochlorperazine_0.00001,control,LIB_2,LSM-2436,12.0,2.0,,,CMAP_477,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,MCF7,breast,cID_479,prochlorperazine,6.6uM,concordanceLib2,,perturbagen,prochlorperazine_0.0000066,control,LIB_2,LSM-2436,11.0,2.0,,,CMAP_479,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,MCF7,breast,cID_4792,lorglumide,8.4uM,concordanceLib2,,perturbagen,lorglumide_0.0000084,control,LIB_2,LSM-4389,18.0,3.0,,,CMAP_4792,,,,CCK receptor antagonist,CCKAR|CCKBR,,lorglumide,,CID3960,3960,,
,MCF7,breast,cID_4796,tonzonium bromide,6.8uM,concordanceLib2,,perturbagen,tonzonium bromide_0.0000068,control,LIB_2,LSM-5312,11.0,2.0,,,CMAP_4796,,,,ATPase inhibitor,,,tonzonium bromide,,CID5456,5456,,
,MCF7,breast,cID_48,estradiol,"0.01uM,0.1uM",concordanceLib2,,perturbagen,"estradiol_0.00000001,0.0000001,0.0000146",control,LIB_2,LSM-2421,57.0,19.0,,,CMAP_48,,,,Estrogen receptor alpha agonist,ESR1|ESR2|NR1I2,,estradiol,,CID5757,5757,,
,MCF7,breast,cID_480,prochlorperazine,"10uM,6.6uM",concordanceLib2,,perturbagen,"prochlorperazine_0.00001,0.0000066",control,LIB_2,LSM-2436,48.0,9.0,,,CMAP_480,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,HL60,haematopoietic and lymphoid tissue,cID_481,prochlorperazine,"10uM,6.6uM",concordanceLib2,,perturbagen,"prochlorperazine_0.00001,0.0000066",control,LIB_2,LSM-2436,23.0,4.0,,,CMAP_481,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,MCF7,breast,cID_4816,clioquinol,13uM,concordanceLib2,,perturbagen,clioquinol_0.000013,control,LIB_2,LSM-2186,18.0,3.0,,,CMAP_4816,,,,Chelating agent,,,clioquinol,,CID2788,2788,,
,PC3,prostate,cID_482,prochlorperazine,"10uM,6.6uM",concordanceLib2,,perturbagen,"prochlorperazine_0.00001,0.0000066",control,LIB_2,LSM-2436,18.0,3.0,,,CMAP_482,,,,Dopamine D2 receptor antagonist,DRD2,,prochlorperazine,,CID4917,4917,,
,MCF7,breast,cID_4824,fluspirilene,8.4uM,concordanceLib2,,perturbagen,fluspirilene_0.0000084,control,LIB_2,LSM-3748,12.0,2.0,,,CMAP_4824,,,,Dopamine receptor antagonist,DRD2|HTR2A,,fluspirilene,,CID3396,3396,,
,MCF7,breast,cID_4844,oxybenzone,17.6uM,concordanceLib2,,perturbagen,oxybenzone_0.0000176,control,LIB_2,LSM-3309,11.0,2.0,,,CMAP_4844,,,,Lipase inhibitor,,,oxybenzone,,CID4632,4632,,
,MCF7,breast,cID_4858,prasterone,12.2uM,concordanceLib2,,perturbagen,prasterone_0.0000122,control,LIB_2,LSM-4181,12.0,2.0,,,CMAP_4858,,,,GABA receptor modulator,,,prasterone,,CID14709,14709,,
,MCF7,breast,cID_4870,dioxybenzone,16.4uM,concordanceLib2,,perturbagen,dioxybenzone_0.0000164,control,LIB_2,LSM-2493,11.0,2.0,,,CMAP_4870,,,,Topical sunscreen agent,,,dioxybenzone,,CID8569,8569,,
,MCF7,breast,cID_4874,etynodiol,10.4uM,concordanceLib2,,perturbagen,etynodiol_0.0000104,control,LIB_2,,12.0,2.0,,,CMAP_4874,,,,,,,etynodiol,,CID9270,9270,,
,MCF7,breast,cID_4888,chrysin,15.8uM,concordanceLib2,,perturbagen,chrysin_0.0000158,control,LIB_2,LSM-6566,12.0,2.0,,,CMAP_4888,,,,,,,chrysin,,CID5281607,5281607,,
,MCF7,breast,cID_489,deferoxamine,100uM,concordanceLib2,,perturbagen,deferoxamine_0.0001,control,LIB_2,LSM-6541,2.0,2.0,,,CMAP_489,,,,,,,deferoxamine,,CID62881,62881,,
,MCF7,breast,cID_4934,protriptyline,13.4uM,concordanceLib2,,perturbagen,protriptyline_0.0000134,control,LIB_2,LSM-2936,11.0,2.0,,,CMAP_4934,,,,Serotonin transporter inhibitor|Norepinephrine transporter inhibitor,SLC6A2|SLC6A4,,protriptyline,,CID4976,4976,,
,PC3,prostate,cID_494,deferoxamine,"100uM,6uM",concordanceLib2,,perturbagen,"deferoxamine_0.0001,0.000006",control,LIB_2,LSM-6541,13.0,3.0,,,CMAP_494,,,,,,,deferoxamine,,CID62881,62881,,
,MCF7,breast,cID_495,calmidazolium,5uM,concordanceLib2,,perturbagen,calmidazolium_0.000005,control,LIB_2,LSM-5017,7.0,2.0,,,CMAP_495,,,,Calcium channel blocker|Calmodulin antagonist,ATP2B1|PDE1A,,calmidazolium,,CID2531,2531,,
,MCF7,breast,cID_4986,pizotifen,9.4uM,concordanceLib2,,perturbagen,pizotifen_0.0000094,control,LIB_2,LSM-3695,12.0,2.0,,,CMAP_4986,,,,Serotonin receptor antagonist,HTR2A|HTR2C,,pizotifen,,CID27400,27400,,
,MCF7,breast,cID_501,fluphenazine,10uM,concordanceLib2,,perturbagen,fluphenazine_0.00001,control,LIB_2,LSM-3226,43.0,8.0,,,CMAP_501,,,,Dopamine D2 receptor antagonist,DRD1|DRD2,,fluphenazine,,CID3372,3372,,
,MCF7,breast,cID_5022,deptropine,7.6uM,concordanceLib2,,perturbagen,deptropine_0.0000076,control,LIB_2,LSM-5115,12.0,2.0,,,CMAP_5022,,,,Histamine receptor antagonist,HRH1,,deptropine,,CID203911,203911,,
,PC3,prostate,cID_503,fluphenazine,10uM,concordanceLib2,,perturbagen,fluphenazine_0.00001,control,LIB_2,LSM-3226,12.0,2.0,,,CMAP_503,,,,Dopamine D2 receptor antagonist,DRD1|DRD2,,fluphenazine,,CID3372,3372,,
,MCF7,breast,cID_5030,clofilium tosylate,7.8uM,concordanceLib2,,perturbagen,clofilium tosylate_0.0000078,control,LIB_2,LSM-5214,11.0,2.0,,,CMAP_5030,,,,Potassium channel blocker,,,clofilium tosylate,,CID2798,2798,,
,MCF7,breast,cID_5042,mitoxantrone,7.8uM,concordanceLib2,,perturbagen,mitoxantrone_0.0000078,control,LIB_2,LSM-2481,12.0,2.0,,,CMAP_5042,,,,DNA topoisomerase II alpha inhibitor,TOP2A,,mitoxantrone,,CID4212,4212,,
,MCF7,breast,cID_5050,doxorubicin,6.8uM,concordanceLib2,,perturbagen,doxorubicin_0.0000068,control,LIB_2,LSM-4062,11.0,2.0,,,CMAP_5050,,,,DNA topoisomerase II alpha inhibitor,TOP2A,,doxorubicin,,CID31703,31703,,
,MCF7,breast,cID_5058,azacitidine,16.4uM,concordanceLib2,,perturbagen,azacitidine_0.0000164,control,LIB_2,LSM-5218,11.0,2.0,,,CMAP_5058,,,,DNA (cytosine-5)-methyltransferase 3A inhibitor (DNA|DNA (cytosine-5)-methyltransferase 1 inhibitor (DNA,DNMT1|DNMT3A,,azacitidine,,CID9444,9444,,
,MCF7,breast,cID_506,fluphenazine,"10uM,7.8uM",concordanceLib2,,perturbagen,"fluphenazine_0.00001,0.0000078",control,LIB_2,LSM-3226,54.0,10.0,,,CMAP_506,,,,Dopamine D2 receptor antagonist,DRD1|DRD2,,fluphenazine,,CID3372,3372,,
,PC3,prostate,cID_5063,fluocinonide,8uM,concordanceLib2,,perturbagen,fluocinonide_0.000008,control,LIB_2,LSM-19002,12.0,2.0,,,CMAP_5063,,,,Glucocorticoid receptor agonist,NR3C1,,fluocinonide,,CID9642,9642,,
,PC3,prostate,cID_508,fluphenazine,"10uM,7.8uM",concordanceLib2,,perturbagen,"fluphenazine_0.00001,0.0000078",control,LIB_2,LSM-3226,18.0,3.0,,,CMAP_508,,,,Dopamine D2 receptor antagonist,DRD1|DRD2,,fluphenazine,,CID3372,3372,,
,MCF7,breast,cID_5080,levomepromazine,9uM,concordanceLib2,,perturbagen,levomepromazine_0.000009,control,LIB_2,LSM-2778,12.0,2.0,,,CMAP_5080,,,,D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4,,levomepromazine,,CID72287,72287,,
,PC3,prostate,cID_5081,levomepromazine,9uM,concordanceLib2,,perturbagen,levomepromazine_0.000009,control,LIB_2,LSM-2778,11.0,2.0,,,CMAP_5081,,,,D2-like dopamine receptor antagonist,DRD2|DRD3|DRD4,,levomepromazine,,CID72287,72287,,
,MCF7,breast,cID_5086,dienestrol,15uM,concordanceLib2,,perturbagen,dienestrol_0.000015,control,LIB_2,LSM-43043,11.0,2.0,,,CMAP_5086,,,,Estrogen receptor alpha agonist,ESR1,,dienestrol,,CID667476,667476,,
,MCF7,breast,cID_5120,cyproterone,9.6uM,concordanceLib2,,perturbagen,cyproterone_0.0000096,control,LIB_2,LSM-45961,12.0,2.0,,,CMAP_5120,,,,,,,cyproterone,,CID9880,9880,,
,MCF7,breast,cID_5136,saquinavir,5.2uM,concordanceLib2,,perturbagen,saquinavir_0.0000052,control,LIB_2,LSM-2205,12.0,2.0,,,CMAP_5136,,,,Human immunodeficiency virus type 1 protease inhibitor,,,saquinavir,,CID441243,441243,,
,MCF7,breast,cID_5140,sertaconazole,8uM,concordanceLib2,,perturbagen,sertaconazole_0.000008,control,LIB_2,LSM-1938,12.0,2.0,,,CMAP_5140,,,,Cytochrome P450 51 inhibitor,,,sertaconazole,,CID65863,65863,,
,MCF7,breast,cID_5162,verteporfin,2.8uM,concordanceLib2,,perturbagen,verteporfin_0.0000028,control,LIB_2,LSM-44934,12.0,2.0,,,CMAP_5162,,,,Photosensitizing agent,,,verteporfin,,CID91122153,91122153,,
,MCF7,breast,cID_5172,trifluridine,13.6uM,concordanceLib2,,perturbagen,trifluridine_0.0000136,control,LIB_2,LSM-5217,11.0,2.0,,,CMAP_5172,,,,DNA directed DNA polymerase inhibitor|Thymidylate synthase inhibitor,TYMS,,trifluridine,,CID6256,6256,,
,MCF7,breast,cID_5184,cycloserine,39.2uM,concordanceLib2,,perturbagen,cycloserine_0.0000392,control,LIB_2,LSM-5932,11.0,2.0,,,CMAP_5184,,,,D-alanylalanine synthetase inhibitor|Alanine racemase inhibitor,,,cycloserine,,CID6234,6234,,
,MCF7,breast,cID_5188,estriol,13.8uM,concordanceLib2,,perturbagen,estriol_0.0000138,control,LIB_2,LSM-2368,12.0,2.0,,,CMAP_5188,,,,Estrogen receptor agonist,ESR1|ESR2,,estriol,,CID5756,5756,,
,MCF7,breast,cID_5228,piperacetazine,9.8uM,concordanceLib2,,perturbagen,piperacetazine_0.0000098,control,LIB_2,LSM-2355,11.0,2.0,,,CMAP_5228,,,,Dopamine receptor antagonist,,,piperacetazine,,CID19675,19675,,
,MCF7,breast,cID_524,geldanamycin,1uM,concordanceLib2,,perturbagen,geldanamycin_0.000001,control,LIB_2,LSM-42789,50.0,10.0,,,CMAP_524,,,,HSP inhibitor,HSP90AA1,,geldanamycin,,CID5288382,5288382,,
,MCF7,breast,cID_5248,kaempferol,14uM,concordanceLib2,,perturbagen,kaempferol_0.000014,control,LIB_2,LSM-5304,11.0,2.0,,,CMAP_5248,,,,Bone resorption inhibitor|Estrogen-related receptor inverse agonist,,,kaempferol,,CID5280863,5280863,,
,HL60,haematopoietic and lymphoid tissue,cID_525,geldanamycin,1uM,concordanceLib2,,perturbagen,geldanamycin_0.000001,control,LIB_2,LSM-42789,17.0,3.0,,,CMAP_525,,,,HSP inhibitor,HSP90AA1,,geldanamycin,,CID5288382,5288382,,
,PC3,prostate,cID_526,geldanamycin,1uM,concordanceLib2,,perturbagen,geldanamycin_0.000001,control,LIB_2,LSM-42789,12.0,2.0,,,CMAP_526,,,,HSP inhibitor,HSP90AA1,,geldanamycin,,CID5288382,5288382,,
,MCF7,breast,cID_5260,oxyphenbutazone,12.4uM,concordanceLib2,,perturbagen,oxyphenbutazone_0.0000124,control,LIB_2,LSM-5029,12.0,2.0,,,CMAP_5260,,,,Cyclooxygenase inhibitor,PTGS1|PTGS2,,oxyphenbutazone,,CID4641,4641,,
,MCF7,breast,cID_5264,propoxycaine,12uM,concordanceLib2,,perturbagen,propoxycaine_0.000012,control,LIB_2,LSM-2397,11.0,2.0,,,CMAP_5264,,,,Sodium channel alpha subunit blocker,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,,propoxycaine,,CID6843,6843,,
,MCF7,breast,cID_5268,PNU-0230031,10uM,concordanceLib2,,perturbagen,PNU-0230031_0.00001,control,LIB_2,LSM-5805,12.0,2.0,,,CMAP_5268,,,,,,,PNU-0230031,,,,,
,PC3,prostate,cID_5269,PNU-0230031,10uM,concordanceLib2,,perturbagen,PNU-0230031_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5269,,,,,,,PNU-0230031,,,,,
,MCF7,breast,cID_5277,0179445-0000,10uM,concordanceLib2,,perturbagen,0179445-0000_0.00001,control,LIB_2,LSM-5805,12.0,2.0,,,CMAP_5277,,,,,,,0179445-0000,,,,,
,PC3,prostate,cID_5278,0179445-0000,10uM,concordanceLib2,,perturbagen,0179445-0000_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5278,,,,,,,0179445-0000,,,,,
,MCF7,breast,cID_5282,0179445-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0179445-0000_0.00001,0.000001",control,LIB_2,LSM-5805,12.0,4.0,,,CMAP_5282,,,,,,,0179445-0000,,,,,
,PC3,prostate,cID_5283,0179445-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0179445-0000_0.00001,0.000001",control,LIB_2,LSM-5805,11.0,4.0,,,CMAP_5283,,,,,,,0179445-0000,,,,,
,PC3,prostate,cID_5286,PNU-0251126,10uM,concordanceLib2,,perturbagen,PNU-0251126_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5286,,,,,,,PNU-0251126,,,,,
,PC3,prostate,cID_5290,PNU-0251126,"10uM,1uM",concordanceLib2,,perturbagen,"PNU-0251126_0.00001,0.000001",control,LIB_2,LSM-5805,11.0,4.0,,,CMAP_5290,,,,,,,PNU-0251126,,,,,
,PC3,prostate,cID_5293,0173570-0000,10uM,concordanceLib2,,perturbagen,0173570-0000_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5293,,,,,,,0173570-0000,,,,,
,PC3,prostate,cID_5295,0173570-0000,1uM,concordanceLib2,,perturbagen,0173570-0000_0.000001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5295,,,,,,,0173570-0000,,,,,
,MCF7,breast,cID_5296,0173570-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0173570-0000_0.00001,0.000001",control,LIB_2,LSM-5805,6.0,2.0,,,CMAP_5296,,,,,,,0173570-0000,,,,,
,PC3,prostate,cID_5297,0173570-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0173570-0000_0.00001,0.000001",control,LIB_2,LSM-5805,11.0,4.0,,,CMAP_5297,,,,,,,0173570-0000,,,,,
,PC3,prostate,cID_5300,0175029-0000,10uM,concordanceLib2,,perturbagen,0175029-0000_0.00001,control,LIB_2,LSM-5805,7.0,2.0,,,CMAP_5300,,,,,,,0175029-0000,,,,,
,PC3,prostate,cID_5302,0175029-0000,1uM,concordanceLib2,,perturbagen,0175029-0000_0.000001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5302,,,,,,,0175029-0000,,,,,
,MCF7,breast,cID_5303,0175029-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0175029-0000_0.00001,0.000001",control,LIB_2,LSM-5805,6.0,2.0,,,CMAP_5303,,,,,,,0175029-0000,,,,,
,PC3,prostate,cID_5304,0175029-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0175029-0000_0.00001,0.000001",control,LIB_2,LSM-5805,12.0,4.0,,,CMAP_5304,,,,,,,0175029-0000,,,,,
,MCF7,breast,cID_5307,PHA-00851261E,10uM,concordanceLib2,,perturbagen,PHA-00851261E_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5307,,,,,,,PHA-00851261E,,,,,
,MCF7,breast,cID_531,resveratrol,10uM,concordanceLib2,,perturbagen,resveratrol_0.00001,control,LIB_2,LSM-42917,12.0,2.0,,,CMAP_531,,,,Cytochrome P450 inhibitor|SIRT activator,PTGS1|PTGS2|SIRT1,,resveratrol,,CID445154,445154,,
,MCF7,breast,cID_5316,0317956-0000,10uM,concordanceLib2,,perturbagen,0317956-0000_0.00001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5316,,,,,,,0317956-0000,,,,,
,MCF7,breast,cID_5319,0317956-0000,1uM,concordanceLib2,,perturbagen,0317956-0000_0.000001,control,LIB_2,LSM-5805,11.0,2.0,,,CMAP_5319,,,,,,,0317956-0000,,,,,
,MCF7,breast,cID_5321,0317956-0000,"10uM,1uM",concordanceLib2,,perturbagen,"0317956-0000_0.00001,0.000001",control,LIB_2,LSM-5805,11.0,4.0,,,CMAP_5321,,,,,,,0317956-0000,,,,,
,MCF7,breast,cID_534,resveratrol,50uM,concordanceLib2,,perturbagen,resveratrol_0.00005,control,LIB_2,LSM-42917,2.0,2.0,,,CMAP_534,,,,Cytochrome P450 inhibitor|SIRT activator,PTGS1|PTGS2|SIRT1,,resveratrol,,CID445154,445154,,
,MCF7,breast,cID_5355,Prestwick-1080,15uM,concordanceLib2,,perturbagen,Prestwick-1080_0.000015,control,LIB_2,LSM-4894,11.0,2.0,,,CMAP_5355,,,,Anthelmintic agent,,,Prestwick-1080,,CID6604471,6604471,,
,MCF7,breast,cID_536,resveratrol,17.6uM,concordanceLib2,,perturbagen,resveratrol_0.0000176,control,LIB_2,LSM-42917,12.0,2.0,,,CMAP_536,,,,Cytochrome P450 inhibitor|SIRT activator,PTGS1|PTGS2|SIRT1,,resveratrol,,CID445154,445154,,
,MCF7,breast,cID_537,resveratrol,"50uM,10uM,0uM",concordanceLib2,,perturbagen,"resveratrol_0.00005,0.00001,0.0000176",control,LIB_2,LSM-42917,26.0,6.0,,,CMAP_537,,,,Cytochrome P450 inhibitor|SIRT activator,PTGS1|PTGS2|SIRT1,,resveratrol,,CID445154,445154,,
,MCF7,breast,cID_5373,parbendazole,16.2uM,concordanceLib2,,perturbagen,parbendazole_0.0000162,control,LIB_2,LSM-4893,11.0,2.0,,,CMAP_5373,,,,Tubulin inhibitor,TUBB,,parbendazole,,CID26596,26596,,
,PC3,prostate,cID_5374,parbendazole,16.2uM,concordanceLib2,,perturbagen,parbendazole_0.0000162,control,LIB_2,LSM-4893,12.0,2.0,,,CMAP_5374,,,,Tubulin inhibitor,TUBB,,parbendazole,,CID26596,26596,,
